place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
12,10,JIANGXI STAMINA(D051),H W Lai,W Y So,126,1196,7,7-1/4,"11                                                            

12                                                            

12",1:10.84,518,3(437),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
13,13,SPEEDY MISSILE(C281),M F Poon,K H Ting,114,1174,3,9-3/4,"4                                                            

6                                                            

13",1:11.24,55,3(437),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
14,3,FORTUNE BRILLIANT(C499),Z Purton,P O'Sullivan,132,1014,1,10-3/4,"6                                                            

7                                                            

14",1:11.40,6.6,3(437),Class 4 - 1200M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
1,5,LONDON HALL(B026),J Moreira,D J Hall,131,1097,1,-,"5                                                            

4                                                            

3                                                            

4                                                            

1",2:02.54,2.4,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
2,8,ABOVE(B345),H Bowman,J Moore,128,1012,6,1,"7                                                            

6                                                            

6                                                            

5                                                            

2",2:02.70,4.8,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
3,13,HAPPY ROCKY(S147),G van Niekerk,C W Chang,120,1114,8,1-3/4,"14                                                            

14                                                            

12                                                            

7                                                            

3",2:02.82,43,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
4,1,CROWN AVENUE(V378),B Shinn,C H Yip,133,1179,11,3-3/4,"3                                                            

1                                                            

2                                                            

1                                                            

4",2:03.13,86,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
5,9,CHEERFUL STAR(B326),C Y Ho,F C Lor,126,1036,12,4,"8                                                            

8                                                            

9                                                            

11                                                            

5",2:03.16,13,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
6,14,SHINEALOT(C046),K Teetan,P O'Sullivan,115,1065,9,5,"2                                                            

3                                                            

4                                                            

3                                                            

6",2:03.34,10,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
7,11,MURRAY'S PARTNERS(B426),Z Purton,C H Yip,122,1113,14,5,"1                                                            

2                                                            

1                                                            

2                                                            

7",2:03.34,7.2,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
8,12,GOOD DAYS(A333),K C Leung,C S Shum,121,1121,13,5,"9                                                            

9                                                            

8                                                            

6                                                            

8",2:03.36,32,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
9,7,EXALTATION(C370),M Chadwick,A S Cruz,129,1026,3,5-1/4,"4                                                            

5                                                            

5                                                            

9                                                            

9",2:03.38,79,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
10,3,DRAGON COMMANDER(C208),N Callan,D E Ferraris,133,1094,10,5-3/4,"6                                                            

7                                                            

7                                                            

8                                                            

10",2:03.47,41,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
11,2,DEFINING MOMENT(C159),H T Mo,C Fownes,130,1123,4,6-1/4,"12                                                            

12                                                            

13                                                            

14                                                            

11",2:03.56,8,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
12,4,KING'S MAN(V156),M F Poon,P F Yiu,131,1144,5,6-1/2,"13                                                            

13                                                            

14                                                            

13                                                            

12",2:03.60,43,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
13,10,BULLISH GLORY(A118),C Schofield,C W Chang,122,1127,7,7-1/4,"11                                                            

11                                                            

11                                                            

10                                                            

13",2:03.70,31,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
14,6,YOU HAVE MY WORD(V149),M L Yeung,T P Yung,131,1171,2,11,"10                                                            

10                                                            

10                                                            

12                                                            

14",2:04.31,108,4(438),Class 4 - 2000M - (60-40),GOOD,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2020/02/23
1,4,GOOD BEAUTY(B384),Z Purton,J Moore,130,1042,1,-,"3                                                            

4                                                            

1",1:09.70,3.6,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
2,13,STAR LUCK(C257),H N Wong,F C Lor,116,1052,12,1/2,"4                                                            

2                                                            

2",1:09.79,10,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
3,2,ALL IN MIND(D200),K Teetan,A S Cruz,132,1191,11,1,"2                                                            

3                                                            

3",1:09.86,9.2,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
4,14,UNIQUE TREASURE(C141),K C Leung,P F Yiu,118,1097,6,1-1/2,"10                                                            

7                                                            

4",1:09.93,164,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
5,3,VICTORIAM(C186),J Moreira,K W Lui,131,1144,13,2,"9                                                            

9                                                            

5",1:10.01,2.4,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
6,12,RIGHT HONOURABLE(A164),H T Mo,R Gibson,116,1047,5,2,"7                                                            

5                                                            

6",1:10.04,92,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
7,1,SPECIAL STARS(C010),A Badel,J Size,133,1094,3,2,"8                                                            

10                                                            

7",1:10.04,64,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
8,9,GRATEFUL HEART(D278),G van Niekerk,C S Shum,128,1127,4,2-3/4,"1                                                            

1                                                            

8",1:10.13,4.2,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
9,11,HERCULES(C476),L Hewitson,C H Yip,124,1016,9,3-1/4,"14                                                            

11                                                            

9",1:10.23,99,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
10,10,LUCKY PUZZLE(D112),M Chadwick,Y S Tsui,125,1009,8,7,"6                                                            

8                                                            

10",1:10.81,102,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
11,8,FEARLESS FIRE(B085),C Y Ho,C Fownes,129,1204,14,7-3/4,"12                                                            

12                                                            

11",1:10.95,43,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
12,5,STAY CHILL(D189),H W Lai,W Y So,130,1004,7,10-1/4,"11                                                            

13                                                            

12",1:11.34,255,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
13,6,SUPER JUNIOR(V390),M L Yeung,T P Yung,130,1245,2,14-1/4,"5                                                            

6                                                            

13",1:11.99,179,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
14,7,BRAVE KING(D132),B Shinn,D J Whyte,129,1134,10,18-1/4,"13                                                            

14                                                            

14",1:12.61,228,5(439),Class 3 - 1200M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/23
